-0.17161110, 1.82377900, 1.11966600, 0.00000000, 1.00000000, 0.00000000, 0.89711190, 0.00000000, 0.44180340, 0.00200315, 2.20701900, 1.01602000, -0.02828407, 0.96682500, 0.07185512, 0.98383340, 0.07185512, 0.16403930, -0.15186920, 1.90233200, 1.25010400, -0.25215130, 0.57360750, 0.81786960, 0.12353420, 0.81786960, -0.56198660, 0.06862830, 1.74127900, 1.06349200, 0.88500060, 0.06860372, 0.88076670, -0.27052140, 0.88076670, -0.38867490, 1.82377900, 
-0.17598500, 1.81848900, 1.13118700, 0.00000000, 1.00000000, 0.00000000, 0.91893700, 0.00000000, 0.39440450, 0.00635187, 2.19643800, 1.02149300, -0.03046515, 0.96752430, 0.05609052, 0.99383750, 0.05609052, 0.09560833, -0.13896340, 1.89040700, 1.26623600, -0.17655180, 0.58570840, 0.81051330, 0.13208920, 0.81051330, -0.57063240, 0.06050313, 1.73459900, 1.06554500, 0.86687410, 0.03144890, 0.91392300, -0.22647560, 0.91392300, -0.33682890, 1.81848900, 
-0.17874080, 1.81508600, 1.14010600, 0.00000000, 1.00000000, 0.00000000, 0.94100080, 0.00000000, 0.33840440, 0.01115072, 2.18731000, 1.02515200, -0.03012761, 0.96905110, 0.03741393, 0.99898370, 0.03741393, 0.02513732, -0.12434380, 1.87859200, 1.28048500, -0.09704931, 0.60343610, 0.79590230, 0.13433830, 0.79590230, -0.59033320, 0.05100580, 1.72362900, 1.06451600, 0.82672850, 0.01802210, 0.92105980, -0.23254090, 0.92105980, -0.31236840, 1.81508600, 
-0.18010050, 1.81209900, 1.14830300, 0.00000000, 1.00000000, 0.00000000, 0.95982560, 0.00000000, 0.28059730, 0.01577736, 2.17879900, 1.02705000, -0.02693670, 0.97130250, 0.01666379, 0.99883170, 0.01666379, -0.04536139, -0.10804910, 1.86746200, 1.29223300, -0.01394534, 0.62332700, 0.77719280, 0.12130000, 0.77719280, -0.61746110, 0.04063897, 1.71322500, 1.06039900, 0.79022490, -0.01913693, 0.93323320, -0.20571080, 0.93323320, -0.29454940, 1.81209900, 
-0.18011390, 1.80971800, 1.15547500, 0.00000000, 1.00000000, 0.00000000, 0.97584680, 0.00000000, 0.21845630, 0.02030203, 2.17123600, 1.02730400, -0.02111528, 0.97361920, -0.00535362, 0.99332130, -0.00535362, -0.11525840, -0.09050369, 1.85807500, 1.30033200, 0.06878923, 0.63249400, 0.76560410, 0.09555234, 0.76560410, -0.63617680, 0.02959459, 1.70375600, 1.05329400, 0.73780480, -0.04434760, 0.94446020, -0.18879230, 0.94446020, -0.26898490, 1.80971800, 
-0.17982870, 1.80798900, 1.16194400, 0.00000000, 1.00000000, 0.00000000, 0.98840760, 0.00000000, 0.15182370, 0.02432977, 2.16438000, 1.02563900, -0.01223158, 0.97679660, -0.02851050, 0.98205580, -0.02851050, -0.18642370, -0.07180104, 1.85078300, 1.30443100, 0.14129760, 0.64093310, 0.75551240, 0.05760051, 0.75551240, -0.65259790, 0.01787429, 1.69558000, 1.04370500, 0.68010470, -0.06692681, 0.95653120, -0.16442160, 0.95653120, -0.24086090, 1.80798900, 
-0.17896450, 1.80676400, 1.16712100, 0.00000000, 1.00000000, 0.00000000, 0.99678980, 0.00000000, 0.08006346, 0.02793927, 2.15830900, 1.02257100, -0.00279455, 0.97974680, -0.05018714, 0.96456050, -0.05018714, -0.25904520, -0.05243379, 1.84575900, 1.30428600, 0.20717430, 0.63938350, 0.75507830, 0.01251310, 0.75507830, -0.65551530, 0.00546986, 1.68906000, 1.03193700, 0.62676940, -0.09978272, 0.96528530, -0.12744090, 0.96528530, -0.22799850, 1.80676400, 
-0.17729740, 1.80610200, 1.17157600, 0.00000000, 1.00000000, 0.00000000, 0.99997720, 0.00000000, 0.00675786, 0.03105934, 2.15304400, 1.01782100, 0.00697221, 0.98258620, -0.06931891, 0.94090550, -0.06931891, -0.33149920, -0.03262746, 1.84291100, 1.30050600, 0.26233750, 0.63384480, 0.76023360, -0.03807855, 0.76023360, -0.64853320, -0.00758599, 1.68434400, 1.01885600, 0.54715650, -0.11425190, 0.97262010, -0.10842350, 0.97262010, -0.20555860, 1.80610200, 
-0.17520800, 1.80604200, 1.17494400, 0.00000000, 1.00000000, 0.00000000, 0.99774840, 0.00000000, -0.06706858, 0.03373000, 2.14860800, 1.01149600, 0.01645757, 0.98527450, -0.08436604, 0.91254430, -0.08436604, -0.40018220, -0.01295340, 1.84102800, 1.29281600, 0.30589160, 0.63114530, 0.76504820, -0.09397165, 0.76504820, -0.63708000, -0.02056152, 1.68157200, 1.00415800, 0.48490780, -0.14603600, 0.97681060, -0.06727211, 0.97681060, -0.20326230, 1.80604200, 
-0.17198710, 1.80654800, 1.17709100, 0.00000000, 1.00000000, 0.00000000, 0.99038640, 0.00000000, -0.13832870, 0.03608808, 2.14509700, 1.00351100, 0.02449751, 0.98761840, -0.09445724, 0.88147480, -0.09445724, -0.46268810, 0.00654513, 1.84041300, 1.28197200, 0.35253000, 0.60970040, 0.78412810, -0.13741430, 0.78412810, -0.60519490, -0.03349428, 1.68051000, 0.98780820, 0.42942030, -0.15458840, 0.98171000, -0.03452836, 0.98171000, -0.18722490, 1.80654800, 
