0.00000000, 0.00000000, -1.08028400, 1.00000000, 0.00000000, 0.93577930, 0.00000000, 1.00000000, 0.34071800, 0.00000000, 0.00000000, -0.91059860, 1.00000000, 0.00000000, 1.31901900, 0.00000000, 1.00000000, 0.45067810, 0.00000000, 0.00000000, -1.18858000, 1.00000000, 0.00000000, 1.01433200, 0.00000000, 1.00000000, 0.41605670, 0.00000000, 0.00000000, -0.92375130, 1.00000000, 0.00000000, 0.85327890, 0.00000000, 1.00000000, 0.53142170, 0.93577930
0.00000000, -0.89711190, -0.01231182, 1.00000000, 0.00000000, -0.00528991, 0.00000000, 0.44180340, 0.00052444, 0.00589442, -0.88945450, -0.00331431, 0.99987460, -0.00147539, -0.01058066, 0.01469958, 0.45702150, 0.00615483, 0.02283465, -0.89431840, -0.00973375, 0.99869070, -0.00006004, -0.01192439, 0.04577547, 0.44743160, 0.01822194, -0.01335018, -0.90001570, -0.00509098, 0.99671930, -0.04676127, -0.00668025, 0.07982723, 0.43334200, -0.00665689, 0.93048940
0.00000000, -0.91893700, -0.00932538, 1.00000000, 0.00000000, -0.00340366, 0.00000000, 0.39440450, 0.00042496, 0.00325664, -0.91468040, -0.00181918, 0.99982140, -0.00454623, -0.00912857, 0.01861721, 0.40415270, 0.00575394, 0.03093405, -0.91734780, -0.00846085, 0.99871050, 0.01237613, -0.01181543, 0.04025457, 0.39789480, 0.01857891, 0.00075498, -0.91231630, -0.00224597, 0.99976170, -0.00824457, -0.01097006, 0.02181561, 0.40940370, -0.00928510, 0.92708580
0.00000000, -0.94100100, -0.00824928, 1.00000000, 0.00000000, -0.00298661, 0.00000000, 0.33840420, 0.00099503, 0.00001737, -0.93759500, -0.00052380, 0.99975940, -0.00761064, -0.00851071, 0.02193346, 0.34764640, 0.00497343, 0.03400133, -0.93605200, -0.00670396, 0.99893560, 0.02090063, -0.01113033, 0.03117118, 0.35124130, 0.01893661, 0.01095279, -0.94060330, 0.00104294, 0.99877820, -0.00606304, -0.01040393, 0.04818860, 0.33945450, -0.01110564, 0.92409910
0.00000000, -0.95982590, -0.00700226, 1.00000000, 0.00000000, -0.00238073, 0.00000000, 0.28059720, 0.00155385, -0.00165381, -0.95811720, 0.00074066, 0.99971310, -0.00842708, -0.00756323, 0.02389532, 0.28625300, 0.00447085, 0.02074350, -0.95499010, -0.00407055, 0.99940240, 0.01162079, -0.00938672, 0.02765070, 0.29641110, 0.01889094, 0.00057697, -0.95544580, 0.00452032, 0.99907000, -0.01217497, -0.00946873, 0.04311355, 0.29491650, -0.01232968, 0.92171840
0.00000000, -0.97584700, -0.00635038, 1.00000000, 0.00000000, -0.00172943, 0.00000000, 0.21845610, 0.00126391, -0.00751841, -0.97491770, 0.00225732, 0.99960120, -0.01338262, -0.00685537, 0.02722063, 0.22216410, 0.00372824, 0.01669442, -0.97300210, -0.00121211, 0.99974810, 0.01278958, -0.00729168, 0.01500294, 0.23044330, 0.01910819, -0.00582272, -0.97341500, 0.00769932, 0.99879970, -0.01679752, -0.00817549, 0.04863328, 0.22843270, -0.01304041, 0.91998900
0.00000000, -0.98840760, -0.00509097, 1.00000000, 0.00000000, -0.00122511, 0.00000000, 0.15182370, 0.00127596, -0.01027140, -0.98806340, 0.00334771, 0.99959120, -0.01424754, -0.00607181, 0.02668326, 0.15338890, 0.00335224, 0.00129344, -0.98721740, 0.00169534, 0.99995450, -0.00022941, -0.00502390, 0.00945096, 0.15938100, 0.01929346, 0.00260301, -0.98950170, 0.01073647, 0.99852050, -0.00527653, -0.00652063, 0.05431397, 0.14442670, -0.01330674, 0.91876390
0.00000000, -0.99678980, -0.00444360, 1.00000000, 0.00000000, -0.00066203, 0.00000000, 0.08006346, 0.00169712, -0.01386118, -0.99654370, 0.00477087, 0.99958280, -0.01588615, -0.00526416, 0.02534065, 0.08153889, 0.00308790, -0.00797020, -0.99653320, 0.00391425, 0.99996790, -0.00787280, -0.00284803, -0.00084546, 0.08282344, 0.01978032, -0.00950888, -0.99487440, 0.01299278, 0.99910750, -0.01359606, -0.00471550, 0.04115517, 0.10020090, -0.01314395, 0.91810180
0.00000000, -0.99997720, -0.00350045, 1.00000000, 0.00000000, -0.00005972, 0.00000000, 0.00675786, 0.00185883, -0.01728776, -0.99983410, 0.00613105, 0.99960290, -0.01741178, -0.00443626, 0.02225284, 0.00539127, 0.00308882, -0.00839616, -0.99995460, 0.00635301, 0.99987910, -0.00833605, -0.00188363, -0.01308402, 0.00464153, 0.02014551, 0.00156526, -0.99999640, 0.01553471, 0.99843700, 0.00168446, -0.00277215, 0.05586649, -0.00208671, -0.01196057, 0.91804210
0.00000000, -0.99774840, -0.00257234, 1.00000000, 0.00000000, 0.00050610, 0.00000000, -0.06706858, 0.00289294, -0.01877487, -0.99733080, 0.00758263, 0.99967100, -0.01749168, -0.00351131, 0.01747512, -0.07089136, 0.00344005, -0.03068917, -0.99697420, 0.00804254, 0.99951490, -0.03099013, -0.00061429, -0.00531336, -0.07129219, 0.02081111, -0.01831312, -0.99641510, 0.01798182, 0.99891850, -0.01470304, -0.00106227, 0.04273602, -0.08330981, -0.01054675, 0.91854820
0.00000000, -0.99038640, -0.00154380, 1.00000000, 0.00000000, 0.00105047, 0.00000000, -0.13832870, 0.00372711, -0.02009509, -0.98973130, 0.00887024, 0.99971180, -0.01803079, -0.00284195, 0.01313942, -0.14179850, 0.00393374, -0.03234666, -0.98880760, 0.00934307, 0.99947320, -0.03238686, 0.00022978, -0.00264475, -0.14564070, 0.02127812, -0.01992404, -0.99074660, 0.01849196, 0.99931410, -0.01554155, -0.00000113, 0.03121499, -0.13483220, -0.00950031, 0.91959870
0.00000000, -0.97837230, -0.00040051, 1.00000000, 0.00000000, 0.00159580, 0.00000000, -0.20685170, 0.00497186, -0.02118364, -0.97744170, 0.01024498, 0.99973180, -0.01874327, -0.00206995, 0.00935265, -0.21037170, 0.00470049, -0.11304880, -0.95425110, 0.01683531, 0.99322920, -0.11603520, -0.00228477, -0.02675383, -0.27557400, 0.01751732, -0.02870625, -0.97936240, 0.01872443, 0.99917580, -0.02236712, 0.00111038, 0.02870063, -0.20087170, -0.00788622, 0.92119450
0.00000000, -0.96255690, -0.00075050, 1.00000000, 0.00000000, 0.00270951, 0.00000000, -0.27107970, 0.00129460, -0.01776447, -0.95429310, 0.01038393, 0.99977090, -0.01339035, -0.00257719, 0.01194088, -0.29857280, 0.00403263, -0.03761832, -0.95195290, 0.01129337, 0.99929080, -0.03533186, 0.00069743, 0.00165701, -0.30420040, 0.02056666, -0.03294922, -0.95830840, 0.01872793, 0.99910060, -0.02399720, 0.00177997, 0.02669185, -0.28472720, -0.00582598, 0.92390400
0.00000000, -0.93662340, 0.00322962, 1.00000000, 0.00000000, 0.00294119, 0.00000000, -0.35033860, 0.01023774, -0.01931895, -0.93850850, 0.01208411, 0.99980080, -0.01640659, 0.00096035, 0.00500967, -0.34486750, 0.00801258, -0.02302647, -0.93562900, 0.01117817, 0.99973150, -0.02064407, 0.00043029, 0.00257021, -0.35238260, 0.02030672, -0.03090758, -0.93965400, 0.01835748, 0.99923680, -0.02090079, 0.00256181, 0.02388833, -0.34148860, -0.00422924, 0.92684520
0.00000000, -0.91555330, 0.00143168, 1.00000000, 0.00000000, 0.00180787, 0.00000000, -0.40219710, 0.00822184, -0.01679748, -0.91184060, 0.01207089, 0.99984660, -0.01328186, -0.00053692, 0.00496383, -0.41033010, 0.00719456, -0.01717423, -0.90940150, 0.01154533, 0.99979570, -0.01119132, 0.00009632, 0.01065311, -0.41576950, 0.01926740, -0.02809845, -0.91740640, 0.01773361, 0.99939990, -0.01773478, 0.00252658, 0.02025758, -0.39755780, -0.00224139, 0.92865310
0.00000000, -0.88862620, 0.00252947, 1.00000000, 0.00000000, 0.00167155, 0.00000000, -0.45863230, 0.00969117, -0.01707599, -0.88507800, 0.01236598, 0.99985050, -0.01385813, -0.00011110, 0.00270297, -0.46523700, 0.00828595, -0.01260446, -0.88315640, 0.01117339, 0.99974780, -0.00241224, -0.00058609, 0.01859005, -0.46907220, 0.01835026, -0.01917783, -0.89622410, 0.01649089, 0.99942830, -0.00483976, 0.00228196, 0.02784336, -0.44357590, -0.00060813, 0.93032460
0.00000000, -0.85946950, 0.00298746, 1.00000000, 0.00000000, 0.00136948, 0.00000000, -0.51118700, 0.01036560, -0.01443487, -0.85380650, 0.01241184, 0.99989580, -0.01213484, -0.00018084, 0.00036702, -0.52044970, 0.00913391, -0.01960212, -0.85323760, 0.01070590, 0.99931640, -0.00037855, -0.00115252, 0.03134472, -0.52152220, 0.01723967, -0.03050790, -0.85793870, 0.01575710, 0.99932170, -0.01559276, 0.00149947, 0.02062591, -0.51351560, 0.00095175, 0.93169410
